,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
frontalpole-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.5952380952380952,0.0,0.0,0.0,0.0,0.0,0.40476190476190477
lateralorbitofrontal-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.813953488372093,0.0,0.0,0.18604651162790697,0.0
medialorbitofrontal-rh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.08,0.0,0.0,0.63,0.29
rostralanteriorcingulate-rh,0.0,0.16521739130434782,0.0,0.0,0.0,0.0,0.21739130434782608,0.6173913043478261
