,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.05504587155963303,0.0,0.0,0.0,0.0,0.0,0.0,0.016819571865443424,0.0,0.05657492354740061,0.053516819571865444,0.0,0.0,0.01834862385321101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05657492354740061,0.021406727828746176,0.0,0.047400611620795105,0.0581039755351682,0.01834862385321101,0.0,0.0,0.05657492354740061,0.009174311926605505,0.0,0.03363914373088685,0.04434250764525994,0.0,0.0581039755351682,0.00764525993883792,0.0045871559633027525,0.05657492354740061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05504587155963303,0.0,0.0,0.0,0.0,0.05198776758409786,0.05657492354740061,0.0,0.0581039755351682,0.0,0.0,0.0,0.05657492354740061,0.0,0.0,0.04892966360856269
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.041499330655957165,0.0428380187416332,0.0428380187416332,0.0,0.0,0.0,0.0428380187416332,0.0,0.0,0.0,0.0,0.0,0.0,0.012048192771084338,0.0,0.0,0.028112449799196786,0.038821954484605084,0.0428380187416332,0.0,0.004016064257028112,0.0428380187416332,0.0,0.0,0.0,0.0,0.0428380187416332,0.0,0.0,0.0428380187416332,0.0,0.0,0.030789825970548863,0.0,0.0,0.0,0.0,0.02677376171352075,0.03614457831325301,0.03480589022757698,0.03480589022757698,0.03346720214190094,0.041499330655957165,0.0321285140562249,0.0,0.0,0.0,0.041499330655957165,0.0214190093708166,0.0,0.0,0.03748326639892905,0.0,0.03614457831325301,0.0428380187416332,0.0428380187416332,0.0,0.040160642570281124,0.0428380187416332,0.0
F7,0.0,0.0,0.03065134099616858,0.05555555555555555,0.05747126436781609,0.0,0.0,0.0,0.03639846743295019,0.0,0.0,0.0,0.0,0.0,0.0,0.008620689655172414,0.0,0.0,0.023946360153256706,0.05268199233716475,0.05747126436781609,0.0,0.0038314176245210726,0.05459770114942529,0.0,0.0,0.0,0.0,0.05459770114942529,0.0,0.0,0.04789272030651341,0.0,0.0,0.022030651340996167,0.0,0.0,0.0,0.0,0.022030651340996167,0.02586206896551724,0.02490421455938697,0.02490421455938697,0.023946360153256706,0.03065134099616858,0.022988505747126436,0.0,0.0,0.0,0.045019157088122604,0.019157088122605363,0.0,0.0,0.027777777777777776,0.0,0.038314176245210725,0.04885057471264368,0.05363984674329502,0.0,0.028735632183908046,0.05747126436781609,0.0
FT9,0.0,0.0,0.030563514804202482,0.055396370582617004,0.05730659025787966,0.0,0.0,0.0,0.03629417382999045,0.0,0.0,0.0,0.0,0.0,0.0,0.008595988538681949,0.0,0.0,0.02387774594078319,0.054441260744985676,0.05730659025787966,0.0,0.0038204393505253103,0.054441260744985676,0.0,0.0,0.0,0.0,0.054441260744985676,0.0,0.0,0.04775549188156638,0.0,0.0,0.021967526265520534,0.0,0.0,0.0,0.0,0.021967526265520534,0.025787965616045846,0.024832855778414518,0.024832855778414518,0.02387774594078319,0.030563514804202482,0.022922636103151862,0.0,0.0,0.0,0.044890162368672396,0.02005730659025788,0.0,0.0,0.027698185291308502,0.0,0.038204393505253106,0.04871060171919771,0.05348615090735435,0.0,0.02865329512893983,0.05730659025787966,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.04580152671755725,0.0,0.0,0.0,0.0,0.0,0.0,0.04198473282442748,0.0,0.04580152671755725,0.04580152671755725,0.0,0.0,0.04580152671755725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04580152671755725,0.04580152671755725,0.0,0.04198473282442748,0.04580152671755725,0.04580152671755725,0.0,0.0,0.04580152671755725,0.022900763358778626,0.0,0.03816793893129771,0.04580152671755725,0.0,0.04580152671755725,0.019083969465648856,0.011450381679389313,0.04580152671755725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04580152671755725,0.0,0.0,0.0,0.0,0.04580152671755725,0.04580152671755725,0.0,0.04580152671755725,0.0,0.0,0.0,0.04580152671755725,0.0,0.0,0.04580152671755725
T7,0.0,0.0,0.03800475059382423,0.04631828978622328,0.04631828978622328,0.0,0.0,0.0,0.043942992874109264,0.0,0.0,0.0,0.0,0.0,0.0,0.010688836104513063,0.0,0.0,0.027315914489311165,0.04156769596199525,0.04631828978622328,0.0,0.004750593824228029,0.04513064133016627,0.0,0.0,0.0,0.0,0.04631828978622328,0.0,0.0,0.04631828978622328,0.0,0.0,0.027315914489311165,0.0,0.0,0.0,0.0,0.026128266033254157,0.032066508313539195,0.030878859857482184,0.030878859857482184,0.029691211401425176,0.03800475059382423,0.028503562945368172,0.0,0.0,0.0,0.043942992874109264,0.021377672209026127,0.0,0.0,0.0344418052256532,0.0,0.039192399049881234,0.04631828978622328,0.04631828978622328,0.0,0.035629453681710214,0.04631828978622328,0.0
TP9,0.053314121037463975,0.0,0.0,0.0,0.0,0.0,0.0,0.01585014409221902,0.0,0.06051873198847262,0.05475504322766571,0.0,0.0,0.01729106628242075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059077809798270896,0.020172910662824207,0.0,0.04755043227665706,0.06195965417867435,0.01729106628242075,0.0,0.0,0.06051873198847262,0.008645533141210375,0.0,0.03170028818443804,0.04178674351585014,0.0,0.05475504322766571,0.007204610951008645,0.004322766570605188,0.05763688760806916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05187319884726225,0.0,0.0,0.0,0.0,0.04899135446685879,0.056195965417867436,0.0,0.06195965417867435,0.0,0.0,0.0,0.06051873198847262,0.0,0.0,0.04610951008645533
