,frontalpole-lh,frontalpole-rh,insula-lh,insula-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh
frontalpole-lh,0.19686439308226927,0.13948601907224825,0.09487635364473897,0.10538225311136254,0.1150800064651689,0.1027961855503475,0.1278487150476806,0.11766607402618394
frontalpole-rh,0.13137697516930022,0.18585402558314523,0.11798344620015049,0.11753197893152746,0.1127163280662152,0.11843491346877351,0.10112866817155756,0.11497366440933032
insula-lh,0.08356741573033707,0.11053370786516854,0.15210674157303372,0.14185393258426968,0.12766853932584268,0.14817415730337077,0.11081460674157304,0.1252808988764045
insula-rh,0.08968609865470852,0.10585677401820899,0.1358880282647099,0.14607963038456312,0.1323549395298274,0.14404130996059247,0.11604837613806224,0.13004484304932734
lateralorbitofrontal-lh,0.09984745527666065,0.10331438080710026,0.12494799611704341,0.1339620024961864,0.14228262376924145,0.13174317015670503,0.126750797392872,0.1371515739841908
lateralorbitofrontal-rh,0.08683926645091694,0.10585221143473571,0.14118122977346279,0.14374325782092773,0.12918015102481123,0.15331715210355987,0.11299892125134843,0.1268878101402373
parahippocampal-rh,0.11833704528582034,0.09888641425389755,0.11596139569413512,0.12561247216035634,0.13452115812917595,0.12323682256867112,0.1465478841870824,0.13689680772086119
rostralanteriorcingulate-lh,0.10213710796558423,0.1054676658340272,0.12267554815431585,0.13169580904801553,0.13724673882875382,0.12947543713572024,0.12905911740216486,0.14224257563141826
