,FC5,Pz,O1,Fp2,AF7,FT7,PO3,PO8
FC5,0.47058823529411764,0.0,0.5294117647058824,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O1,0.1568627450980392,0.0,0.8431372549019608,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.3756906077348066,0.2430939226519337,0.3812154696132597
PO3,0.0,0.0,0.0,0.0,0.0,0.33587786259541985,0.3282442748091603,0.33587786259541985
PO8,0.0,0.0,0.0,0.0,0.0,0.33658536585365856,0.2146341463414634,0.44878048780487806
