,F7,C3,FT10,F8,Fp2,AF7,F5,FT7
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.4953271028037383,0.5046728971962616,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.45,0.55,0.0,0.0
F5,0.0,0.0,0.0,0.0,0.0,0.0,0.5294117647058824,0.47058823529411764
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.5086206896551724,0.49137931034482757
