,FC5,Pz,O1,Fp2,AF7,FT7,PO3,PO8
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pz,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.05555555555555555
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.49504950495049505,0.504950495049505,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.30357142857142855,0.6964285714285714,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.42857142857142855
