,FT9,P7,Oz,P8,CP6,FT10,CPz,AF8
FT9,0.36363636363636365,0.0,0.0,0.0,0.0,0.45454545454545453,0.0,0.18181818181818182
P7,0.025,0.575,0.0,0.225,0.0,0.0,0.175,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.4166666666666667,0.0,0.3333333333333333,0.0,0.0,0.25,0.0
CP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.05555555555555555,0.0,0.0,0.0,0.0,0.6481481481481481,0.0,0.2962962962962963
CPz,0.0,0.38095238095238093,0.0,0.3333333333333333,0.0,0.0,0.2857142857142857,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.5333333333333333,0.0,0.4666666666666667
