,insula-rh,isthmuscingulate-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,medialorbitofrontal-lh,medialorbitofrontal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
insula-rh,0.12578616352201258,0.12578616352201258,0.12578616352201258,0.12578616352201258,0.12578616352201258,0.11949685534591195,0.12578616352201258,0.12578616352201258
isthmuscingulate-rh,0.125,0.13194444444444445,0.125,0.125,0.125,0.11805555555555555,0.125,0.125
lateralorbitofrontal-lh,0.125,0.13157894736842105,0.125,0.125,0.125,0.11842105263157894,0.125,0.125
lateralorbitofrontal-rh,0.12578616352201258,0.12578616352201258,0.12578616352201258,0.12578616352201258,0.12578616352201258,0.11949685534591195,0.12578616352201258,0.12578616352201258
medialorbitofrontal-lh,0.125,0.13157894736842105,0.125,0.125,0.125,0.11842105263157894,0.125,0.125
medialorbitofrontal-rh,0.12658227848101267,0.12025316455696203,0.12658227848101267,0.12658227848101267,0.12658227848101267,0.12025316455696203,0.12658227848101267,0.12658227848101267
rostralanteriorcingulate-lh,0.125,0.13157894736842105,0.125,0.125,0.125,0.11842105263157894,0.125,0.125
rostralanteriorcingulate-rh,0.12578616352201258,0.12578616352201258,0.12578616352201258,0.12578616352201258,0.12578616352201258,0.11949685534591195,0.12578616352201258,0.12578616352201258
