,Fz,CP5,P7,P8,Fp2,CP3,P5,PO7
Fz,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.33359968038353977,0.0,0.0,0.0,0.0,0.33240111865761085,0.3339992009588494
P7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.9918176504967855,0.008182349503214495,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.013490725126475547,0.9215851602023609,0.06492411467116357,0.0,0.0
CP3,0.0,0.0,0.0,0.0,0.061174551386623165,0.9388254486133768,0.0,0.0
P5,0.0,0.3326645264847512,0.0,0.0,0.0,0.0,0.33386837881219905,0.33346709470304975
PO7,0.0,0.33320015980823015,0.0,0.0,0.0,0.0,0.33320015980823015,0.33359968038353977
