,CP5,P7,P8,P5,PO7,PO8,P6,TP8
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.33301251203079885,0.3339749759384023,0.33301251203079885
P6,0.0,0.0,0.0,0.0,0.0,0.33301251203079885,0.3339749759384023,0.33301251203079885
TP8,0.0,0.0,0.0,0.0,0.0,0.33301251203079885,0.3339749759384023,0.33301251203079885
