,Fz,CP5,P7,P8,Fp2,CP3,P5,PO7
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP5,0.0,0.33279656468062263,0.0,0.0,0.0,0.0,0.3333333333333333,0.333870101986044
P7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P5,0.0,0.33225632740980077,0.0,0.0,0.0,0.0,0.3344103392568659,0.3333333333333333
PO7,0.0,0.33225806451612905,0.0,0.0,0.0,0.0,0.33440860215053764,0.3333333333333333
