,CP5,P7,P8,P5,PO7,PO8,P6,TP8
CP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.3344988344988345,0.3321678321678322,0.3333333333333333
P6,0.0,0.0,0.0,0.0,0.0,0.3337236533957845,0.3325526932084309,0.3337236533957845
TP8,0.0,0.0,0.0,0.0,0.0,0.3345029239766082,0.3321637426900585,0.3333333333333333
