,CP5,P7,P8,P5,PO7,PO8,P6,TP8
CP5,0.3342830009496676,0.0,0.0,0.3327002215891105,0.3330167774612219,0.0,0.0,0.0
P7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
P5,0.33103015075376885,0.0,0.0,0.33479899497487436,0.3341708542713568,0.0,0.0,0.0
PO7,0.3305084745762712,0.0,0.0,0.3342749529190207,0.3352165725047081,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.3337175792507205,0.3331412103746398,0.3331412103746398
P6,0.0,0.0,0.0,0.0,0.0,0.3331415420023015,0.33342922899884925,0.33342922899884925
TP8,0.0,0.0,0.0,0.0,0.0,0.3337172473365966,0.3331413763317017,0.3331413763317017
