,Fp1,Fz,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.040983606557377046,0.0,0.04918032786885246,0.0,0.0,0.04918032786885246,0.0,0.0,0.04918032786885246,0.0,0.00819672131147541,0.04918032786885246,0.02459016393442623,0.0,0.0,0.04918032786885246,0.0,0.04918032786885246,0.0,0.04918032786885246,0.0,0.0,0.0,0.04918032786885246,0.0,0.04918032786885246,0.02459016393442623,0.0,0.04918032786885246,0.04918032786885246,0.0,0.04918032786885246,0.0,0.0,0.0,0.0,0.040983606557377046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04918032786885246,0.0,0.0,0.0,0.04918032786885246,0.02459016393442623,0.04918032786885246,0.0,0.0,0.0,0.04918032786885246,0.0,0.0,0.0,0.0,0.04918032786885246,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.026881720430107527,0.0,0.053763440860215055,0.0,0.0,0.05913978494623656,0.0,0.0,0.03763440860215054,0.0,0.005376344086021506,0.03225806451612903,0.016129032258064516,0.0,0.0,0.05913978494623656,0.0,0.05913978494623656,0.0,0.04838709677419355,0.0,0.0,0.0,0.05913978494623656,0.0,0.05913978494623656,0.016129032258064516,0.0,0.03763440860215054,0.05913978494623656,0.0,0.05913978494623656,0.0,0.0,0.0,0.0,0.026881720430107527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05913978494623656,0.0,0.0,0.0,0.05913978494623656,0.016129032258064516,0.053763440860215055,0.0,0.0,0.0,0.05913978494623656,0.0,0.0,0.0,0.0,0.03763440860215054,0.0
FC5,0.0,0.0,0.0,0.0,0.049912434325744305,0.049912434325744305,0.0,0.0,0.050788091068301226,0.0,0.0,0.0,0.0,0.0,0.0,0.03415061295971979,0.0,0.047285464098073555,0.0,0.0,0.0,0.050788091068301226,0.0,0.0,0.0,0.050788091068301226,0.0,0.0,0.046409807355516634,0.0,0.0,0.050788091068301226,0.0,0.04903677758318739,0.0,0.0,0.0,0.0,0.050788091068301226,0.0,0.014010507880910683,0.0,0.0,0.050788091068301226,0.050788091068301226,0.0,0.0,0.0,0.050788091068301226,0.0,0.0,0.0,0.0,0.050788091068301226,0.050788091068301226,0.0,0.050788091068301226,0.050788091068301226,0.0,0.04903677758318739,0.0,0.050788091068301226
FC1,0.0,0.0,0.0,0.0,0.048053024026512015,0.050538525269262634,0.0,0.0,0.050538525269262634,0.0,0.0,0.0,0.0,0.0,0.0,0.03231151615575808,0.0,0.048053024026512015,0.0,0.0,0.0,0.05136702568351284,0.0,0.0,0.0,0.05136702568351284,0.0,0.0,0.04473902236951118,0.0,0.0,0.05136702568351284,0.0,0.04888152444076222,0.0,0.0,0.0,0.0,0.05136702568351284,0.0,0.013256006628003313,0.0,0.0,0.05136702568351284,0.05136702568351284,0.0,0.0,0.0,0.05136702568351284,0.0,0.0,0.0,0.0,0.05136702568351284,0.05136702568351284,0.0,0.05136702568351284,0.05136702568351284,0.0,0.04971002485501243,0.0,0.04888152444076222
C3,0.0,0.0054585152838427945,0.0,0.010917030567685589,0.0,0.0,0.08296943231441048,0.0,0.0,0.007641921397379912,0.0,0.001091703056768559,0.010917030567685589,0.0032751091703056767,0.0,0.0,0.07641921397379912,0.0,0.0851528384279476,0.0,0.07096069868995633,0.0,0.0,0.0,0.0851528384279476,0.0,0.0851528384279476,0.0665938864628821,0.0,0.007641921397379912,0.07205240174672489,0.0,0.036026200873362446,0.0,0.0,0.0,0.0,0.0054585152838427945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0851528384279476,0.0,0.0,0.0,0.0851528384279476,0.03384279475982533,0.010917030567685589,0.0,0.0,0.0,0.013100436681222707,0.0,0.0,0.0,0.0,0.05895196506550218,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.04882154882154882,0.049663299663299666,0.0,0.0,0.050505050505050504,0.0,0.0,0.0,0.0,0.0,0.0,0.03282828282828283,0.0,0.04713804713804714,0.0,0.0,0.0,0.05134680134680135,0.0,0.0,0.0,0.05134680134680135,0.0,0.0,0.045454545454545456,0.0,0.0,0.050505050505050504,0.0,0.04882154882154882,0.0,0.0,0.0,0.0,0.05134680134680135,0.0,0.013468013468013467,0.0,0.0,0.05134680134680135,0.05134680134680135,0.0,0.0,0.0,0.05134680134680135,0.0,0.0,0.0,0.0,0.05134680134680135,0.05134680134680135,0.0,0.05134680134680135,0.05134680134680135,0.0,0.04882154882154882,0.0,0.050505050505050504
CP5,0.0,0.033112582781456956,0.0,0.052980132450331126,0.0,0.0,0.052980132450331126,0.0,0.0,0.046357615894039736,0.0,0.006622516556291391,0.039735099337748346,0.019867549668874173,0.0,0.0,0.052980132450331126,0.0,0.052980132450331126,0.0,0.052980132450331126,0.0,0.0,0.0,0.052980132450331126,0.0,0.052980132450331126,0.019867549668874173,0.0,0.046357615894039736,0.052980132450331126,0.0,0.052980132450331126,0.0,0.0,0.0,0.0,0.033112582781456956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052980132450331126,0.0,0.0,0.0,0.052980132450331126,0.019867549668874173,0.052980132450331126,0.0,0.0,0.0,0.052980132450331126,0.0,0.0,0.0,0.0,0.046357615894039736,0.0
