,fusiform-lh,inferiortemporal-lh,insula-lh,isthmuscingulate-rh,paracentral-lh,parahippocampal-lh,parahippocampal-rh,parstriangularis-lh
fusiform-lh,0.38188976377952755,0.07480314960629922,0.22440944881889763,0.0,0.0,0.3188976377952756,0.0,0.0
inferiortemporal-lh,0.2073170731707317,0.6585365853658537,0.0,0.0,0.0,0.13414634146341464,0.0,0.0
insula-lh,0.31176470588235294,0.0,0.4235294117647059,0.0,0.0,0.2647058823529412,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.6756756756756757,0.0,0.0,0.32432432432432434,0.0
paracentral-lh,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
parahippocampal-lh,0.3695652173913043,0.05652173913043478,0.21304347826086956,0.0,0.0,0.36086956521739133,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.2905982905982906,0.0,0.0,0.5982905982905983,0.1111111111111111
parstriangularis-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.2558139534883721,0.7441860465116279
