,entorhinal-rh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
entorhinal-rh,0.6430062630480167,0.027139874739039668,0.031315240083507306,0.060542797494780795,0.05636743215031315,0.0020876826722338203,0.014613778705636743,0.1649269311064718
frontalpole-lh,0.03459637561779242,0.37397034596375617,0.1070840197693575,0.13179571663920922,0.016474464579901153,0.16639209225700163,0.1696869851729819,0.0
frontalpole-rh,0.025380710659898477,0.116751269035533,0.43316412859560066,0.15397631133671744,0.06091370558375635,0.10152284263959391,0.08121827411167512,0.02707275803722504
medialorbitofrontal-rh,0.05873715124816446,0.10866372980910426,0.1527165932452276,0.39500734214390604,0.041116005873715125,0.11013215859030837,0.11600587371512482,0.01762114537444934
parahippocampal-rh,0.06764705882352941,0.029411764705882353,0.12058823529411765,0.07647058823529412,0.6470588235294118,0.03823529411764706,0.020588235294117647,0.0
rostralanteriorcingulate-lh,0.005376344086021506,0.1971326164874552,0.1039426523297491,0.16487455197132617,0.014336917562724014,0.34050179211469533,0.17383512544802868,0.0
rostralanteriorcingulate-rh,0.011385199240986717,0.20113851992409867,0.09297912713472485,0.1650853889943074,0.009487666034155597,0.14800759013282733,0.3719165085388994,0.0
temporalpole-rh,0.20527859237536658,0.002932551319648094,0.05571847507331378,0.02346041055718475,0.0,0.0,0.0,0.7126099706744868
