,entorhinal-lh,frontalpole-rh,lingual-rh,parahippocampal-rh,parsorbitalis-lh,parstriangularis-lh,pericalcarine-rh,temporalpole-lh
entorhinal-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lingual-rh,0.0,0.0,0.6111111111111112,0.1111111111111111,0.0,0.0,0.0,0.2777777777777778
parahippocampal-rh,0.0,0.0,0.0,0.44,0.16,0.24,0.16,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.08695652173913043,0.391304347826087,0.17391304347826086,0.34782608695652173,0.0
parstriangularis-lh,0.0,0.0,0.0,0.09523809523809523,0.23809523809523808,0.42857142857142855,0.23809523809523808,0.0
pericalcarine-rh,0.0,0.0,0.0,0.08695652173913043,0.391304347826087,0.17391304347826086,0.34782608695652173,0.0
temporalpole-lh,0.0,0.0,0.3125,0.125,0.0,0.0,0.0,0.5625
