,caudalanteriorcingulate-rh,entorhinal-lh,frontalpole-lh,frontalpole-rh,parahippocampal-rh,parsopercularis-rh,temporalpole-lh,transversetemporal-lh
caudalanteriorcingulate-rh,0.5263157894736842,0.0,0.0,0.0,0.0,0.37894736842105264,0.0,0.09473684210526316
entorhinal-lh,0.0,0.5185185185185185,0.0,0.0,0.2222222222222222,0.0,0.16049382716049382,0.09876543209876543
frontalpole-lh,0.0,0.0,0.8823529411764706,0.08823529411764706,0.029411764705882353,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.043478260869565216,0.9565217391304348,0.0,0.0,0.0,0.0
parahippocampal-rh,0.0,0.2891566265060241,0.0,0.0,0.5783132530120482,0.0,0.060240963855421686,0.07228915662650602
parsopercularis-rh,0.4065934065934066,0.0,0.0,0.0,0.01098901098901099,0.5494505494505495,0.0,0.03296703296703297
temporalpole-lh,0.0,0.16363636363636364,0.0,0.0,0.03636363636363636,0.0,0.7818181818181819,0.01818181818181818
transversetemporal-lh,0.06329113924050633,0.11392405063291139,0.0,0.0,0.05063291139240506,0.0,0.06329113924050633,0.7088607594936709
