,entorhinal-lh,frontalpole-rh,lingual-rh,parahippocampal-rh,parsorbitalis-lh,parstriangularis-lh,pericalcarine-rh,temporalpole-lh
entorhinal-lh,0.6143790849673203,0.0,0.032679738562091505,0.006535947712418301,0.0718954248366013,0.0,0.16339869281045752,0.1111111111111111
frontalpole-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
lingual-rh,0.006060606060606061,0.0,0.5151515151515151,0.28484848484848485,0.0,0.0,0.01818181818181818,0.17575757575757575
parahippocampal-rh,0.02054794520547945,0.0,0.21232876712328766,0.5616438356164384,0.04794520547945205,0.0410958904109589,0.07534246575342465,0.0410958904109589
parsorbitalis-lh,0.050955414012738856,0.0,0.006369426751592357,0.01910828025477707,0.6878980891719745,0.09554140127388536,0.09554140127388536,0.044585987261146494
parstriangularis-lh,0.0,0.0,0.0,0.018867924528301886,0.11320754716981132,0.8207547169811321,0.04716981132075472,0.0
pericalcarine-rh,0.2426470588235294,0.0,0.03676470588235294,0.051470588235294115,0.1323529411764706,0.029411764705882353,0.5073529411764706,0.0
temporalpole-lh,0.08888888888888889,0.0,0.13333333333333333,0.044444444444444446,0.05,0.0,0.0,0.6833333333333333
