,caudalanteriorcingulate-rh,entorhinal-lh,frontalpole-lh,frontalpole-rh,inferiortemporal-lh,middletemporal-lh,parstriangularis-lh,temporalpole-lh
caudalanteriorcingulate-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-lh,0.0,0.410958904109589,0.0,0.0,0.2191780821917808,0.14383561643835616,0.0,0.22602739726027396
frontalpole-lh,0.0,0.04,0.78,0.0,0.0,0.0,0.06,0.12
frontalpole-rh,0.0,0.0,0.0,0.9846153846153847,0.0,0.0,0.015384615384615385,0.0
inferiortemporal-lh,0.0,0.183206106870229,0.0,0.0,0.44274809160305345,0.04580152671755725,0.0,0.3282442748091603
middletemporal-lh,0.0,0.25961538461538464,0.0,0.0,0.1346153846153846,0.47115384615384615,0.0,0.1346153846153846
parstriangularis-lh,0.0,0.046511627906976744,0.16279069767441862,0.0,0.0,0.0,0.7906976744186046,0.0
temporalpole-lh,0.0,0.2074074074074074,0.02962962962962963,0.0,0.3111111111111111,0.044444444444444446,0.0,0.4074074074074074
