,Fp1,Fz,F3,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC2,F4,F8,Fp2,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.03867403314917127,0.0,0.0,0.04419889502762431,0.04419889502762431,0.04419889502762431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04419889502762431,0.04419889502762431,0.0,0.04419889502762431,0.0,0.0,0.04419889502762431,0.0,0.0,0.0,0.04419889502762431,0.04419889502762431,0.0,0.04419889502762431,0.0,0.0,0.04419889502762431,0.04419889502762431,0.0,0.04419889502762431,0.0,0.0,0.0,0.0,0.04419889502762431,0.04419889502762431,0.0,0.0,0.04419889502762431,0.0,0.03314917127071823,0.0,0.0,0.04419889502762431,0.0,0.04419889502762431,0.0,0.0,0.0,0.0,0.04419889502762431,0.0,0.04419889502762431,0.0,0.0,0.04419889502762431,0.0,0.0
Fz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.0,0.04897959183673469,0.0,0.0,0.0,0.053061224489795916,0.0,0.044897959183673466,0.053061224489795916,0.0,0.00816326530612245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053061224489795916,0.053061224489795916,0.0,0.0,0.0,0.053061224489795916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053061224489795916,0.053061224489795916,0.053061224489795916,0.053061224489795916,0.0,0.0,0.0,0.053061224489795916,0.0,0.053061224489795916,0.0,0.04081632653061224,0.053061224489795916,0.0,0.0,0.0,0.0,0.044897959183673466,0.0,0.024489795918367346,0.0,0.053061224489795916,0.0,0.0,0.012244897959183673,0.0,0.0326530612244898,0.053061224489795916
FT9,0.011157601115760111,0.0,0.0,0.0502092050209205,0.05160390516039052,0.05160390516039052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0502092050209205,0.040446304044630406,0.0,0.03626220362622036,0.0,0.0,0.05160390516039052,0.0,0.0,0.0,0.05160390516039052,0.03626220362622036,0.0,0.05160390516039052,0.0,0.0,0.029288702928870293,0.05160390516039052,0.0,0.044630404463040445,0.0,0.0,0.0,0.0,0.03347280334728033,0.0502092050209205,0.019525801952580194,0.0,0.05160390516039052,0.0,0.008368200836820083,0.0,0.0,0.044630404463040445,0.0,0.04741980474198047,0.0,0.0,0.0,0.0,0.03347280334728033,0.0,0.05160390516039052,0.0,0.0,0.05160390516039052,0.0,0.0
FC5,0.008324661810613945,0.0,0.0,0.03850156087408949,0.07180020811654526,0.06763787721123829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053069719042663895,0.031217481789802288,0.0,0.027055150884495317,0.0,0.0,0.061394380853277836,0.0,0.0,0.001040582726326743,0.062434963579604576,0.027055150884495317,0.0,0.06347554630593132,0.0,0.0,0.021852237252861603,0.06451612903225806,0.0,0.03433922996878252,0.0,0.0,0.0,0.0,0.02497398543184183,0.03850156087408949,0.018730489073881373,0.0,0.07180020811654526,0.0,0.006243496357960458,0.0,0.0,0.03433922996878252,0.0,0.03850156087408949,0.0,0.0,0.0,0.0,0.026014568158168574,0.0,0.05619146722164412,0.0,0.0,0.05098855359001041,0.0,0.0
FC1,0.007905138339920948,0.0,0.0,0.036561264822134384,0.06818181818181818,0.07312252964426877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0533596837944664,0.03359683794466403,0.0,0.025691699604743084,0.0,0.0,0.06324110671936758,0.0,0.0,0.0,0.05928853754940711,0.025691699604743084,0.0,0.06620553359683795,0.0,0.0,0.020750988142292492,0.06521739130434782,0.0,0.03557312252964427,0.0,0.0,0.0,0.0,0.023715415019762844,0.038537549407114624,0.015810276679841896,0.0,0.07509881422924901,0.0,0.005928853754940711,0.0,0.0,0.036561264822134384,0.0,0.03557312252964427,0.0,0.0,0.0,0.0,0.02865612648221344,0.0,0.05533596837944664,0.0,0.0,0.05039525691699605,0.0,0.0
C3,0.0,0.0,0.02034428794992175,0.0,0.0,0.0,0.054773082942097026,0.0,0.0406885758998435,0.056338028169014086,0.0,0.003129890453834116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056338028169014086,0.056338028169014086,0.02034428794992175,0.0,0.0,0.056338028169014086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054773082942097026,0.051643192488262914,0.046948356807511735,0.04538341158059468,0.0,0.0,0.0,0.054773082942097026,0.0,0.046948356807511735,0.0,0.0406885758998435,0.056338028169014086,0.0,0.0,0.0,0.0,0.0297339593114241,0.0,0.03442879499217527,0.0,0.056338028169014086,0.0,0.0,0.026604068857589983,0.0,0.03442879499217527,0.056338028169014086
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.025193798449612403,0.0,0.0,0.0,0.050387596899224806,0.0,0.04844961240310078,0.050387596899224806,0.0,0.003875968992248062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050387596899224806,0.050387596899224806,0.02131782945736434,0.0,0.0,0.050387596899224806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050387596899224806,0.04844961240310078,0.050387596899224806,0.050387596899224806,0.0,0.0,0.0,0.050387596899224806,0.0,0.050387596899224806,0.0,0.046511627906976744,0.050387596899224806,0.0,0.0,0.0,0.0,0.03682170542635659,0.0,0.03875968992248062,0.0,0.050387596899224806,0.0,0.0,0.03294573643410853,0.0,0.04263565891472868,0.050387596899224806
CP5,0.0,0.0,0.01859799713876967,0.0,0.0,0.0,0.05150214592274678,0.0,0.03719599427753934,0.07439198855507868,0.0,0.002861230329041488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05436337625178827,0.055793991416309016,0.024320457796852647,0.0,0.0,0.055793991416309016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055793991416309016,0.05007153075822604,0.04291845493562232,0.045779685264663805,0.0,0.0,0.0,0.055793991416309016,0.0,0.04291845493562232,0.0,0.04291845493562232,0.058655221745350504,0.0,0.0,0.0,0.0,0.027181688125894134,0.0,0.032904148783977114,0.0,0.05722460658082976,0.0,0.0,0.024320457796852647,0.0,0.031473533619456366,0.05722460658082976
