,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,parsopercularis-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,transversetemporal-rh
caudalanteriorcingulate-lh,0.5674603174603174,0.031746031746031744,0.10317460317460317,0.0,0.15476190476190477,0.14285714285714285,0.0,0.0
frontalpole-lh,0.03819444444444445,0.5833333333333334,0.04861111111111111,0.21875,0.06597222222222222,0.017361111111111112,0.027777777777777776,0.0
frontalpole-rh,0.08298755186721991,0.06639004149377593,0.5601659751037344,0.0,0.07468879668049792,0.2157676348547718,0.0,0.0
parsopercularis-lh,0.0,0.27586206896551724,0.0,0.6650246305418719,0.0,0.0,0.059113300492610835,0.0
rostralanteriorcingulate-lh,0.19718309859154928,0.06572769953051644,0.07511737089201878,0.0,0.6150234741784038,0.046948356807511735,0.0,0.0
rostralanteriorcingulate-rh,0.1282051282051282,0.029304029304029304,0.17582417582417584,0.0,0.040293040293040296,0.6263736263736264,0.0,0.0
temporalpole-lh,0.0,0.03468208092485549,0.0,0.057803468208092484,0.0,0.0,0.7976878612716763,0.10982658959537572
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.1118421052631579,0.8881578947368421
