,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,F5,FT7,FC3,C1,C5,TP7,CP3,P1,P5,PO7,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.07407407407407407,0.0,0.054466230936819175,0.0,0.0,0.07625272331154684,0.02178649237472767,0.0,0.0,0.0,0.06100217864923747,0.0,0.0,0.0,0.0,0.0718954248366013,0.07625272331154684,0.0,0.0,0.05228758169934641,0.0,0.07625272331154684,0.026143790849673203,0.0,0.0,0.0,0.0,0.04139433551198257,0.0,0.0,0.0,0.0,0.0,0.06318082788671024,0.0,0.0,0.0,0.0,0.017429193899782137,0.0,0.0,0.0457516339869281,0.0,0.0,0.0392156862745098,0.0,0.0,0.0,0.0,0.0,0.04139433551198257,0.0,0.06535947712418301,0.0,0.026143790849673203,0.0,0.0,0.06971677559912855,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.06963788300835655,0.0,0.06685236768802229,0.0,0.0,0.06963788300835655,0.025069637883008356,0.0,0.0,0.0,0.052924791086350974,0.0,0.0,0.0,0.0,0.06963788300835655,0.06963788300835655,0.0,0.0,0.0584958217270195,0.0,0.06963788300835655,0.033426183844011144,0.0,0.0,0.0,0.0,0.052924791086350974,0.0,0.0,0.0,0.0,0.0,0.0584958217270195,0.0,0.0,0.0,0.0,0.022284122562674095,0.0,0.0,0.033426183844011144,0.0,0.0,0.05013927576601671,0.0,0.0,0.0,0.0,0.0,0.04456824512534819,0.0,0.0584958217270195,0.0,0.03064066852367688,0.0,0.0,0.06406685236768803,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.07322175732217573,0.0,0.05230125523012552,0.0,0.0,0.0794979079497908,0.02092050209205021,0.0,0.0,0.0,0.06276150627615062,0.0,0.0,0.0,0.0,0.07322175732217573,0.0794979079497908,0.0,0.0,0.0502092050209205,0.0,0.08158995815899582,0.02510460251046025,0.0,0.0,0.0,0.0,0.0397489539748954,0.0,0.0,0.0,0.0,0.0,0.060669456066945605,0.0,0.0,0.0,0.0,0.016736401673640166,0.0,0.0,0.043933054393305436,0.0,0.0,0.03765690376569038,0.0,0.0,0.0,0.0,0.0,0.0397489539748954,0.0,0.06694560669456066,0.0,0.02510460251046025,0.0,0.0,0.07112970711297072,0.0
C3,0.0,0.055865921787709494,0.0,0.055865921787709494,0.0,0.0,0.055865921787709494,0.05027932960893855,0.0,0.0,0.0,0.055865921787709494,0.0,0.0,0.0,0.0,0.055865921787709494,0.055865921787709494,0.0,0.0,0.055865921787709494,0.0,0.055865921787709494,0.055865921787709494,0.0,0.0,0.0,0.0,0.0223463687150838,0.0,0.0,0.0,0.0,0.0,0.055865921787709494,0.0,0.0,0.0,0.0,0.03910614525139665,0.0,0.0,0.055865921787709494,0.0,0.0,0.05027932960893855,0.0,0.0,0.0,0.0,0.0,0.055865921787709494,0.0,0.055865921787709494,0.0,0.055865921787709494,0.0,0.0,0.055865921787709494,0.0
T7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
