,bankssts-rh,frontalpole-rh,inferiortemporal-rh,isthmuscingulate-rh,lateraloccipital-rh,parahippocampal-rh,pericalcarine-lh,rostralanteriorcingulate-rh
bankssts-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.4969450101832994,0.0,0.09979633401221996,0.1934826883910387,0.0,0.20977596741344195,0.0
inferiortemporal-rh,0.0,0.0,0.35714285714285715,0.21428571428571427,0.0,0.21428571428571427,0.0,0.21428571428571427
isthmuscingulate-rh,0.0,0.07035928143712575,0.10029940119760479,0.2994011976047904,0.10778443113772455,0.16766467065868262,0.10778443113772455,0.1467065868263473
lateraloccipital-rh,0.0,0.20993227990970656,0.0,0.16252821670428894,0.3227990970654628,0.0,0.3047404063205418,0.0
parahippocampal-rh,0.0,0.0,0.12248628884826325,0.20292504570383912,0.0,0.4954296160877514,0.0,0.17915904936014626
pericalcarine-lh,0.0,0.15658914728682172,0.0,0.11162790697674418,0.2124031007751938,0.0,0.5193798449612403,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.12761904761904763,0.18476190476190477,0.0,0.18476190476190477,0.0,0.5028571428571429
