,bankssts-rh,fusiform-lh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh,pericalcarine-lh,temporalpole-rh,transversetemporal-rh
bankssts-rh,0.4921875,0.0,0.0,0.0,0.0,0.0,0.171875,0.3359375
fusiform-lh,0.0,0.32526475037821484,0.18608169440242056,0.3040847201210287,0.0,0.18456883509833585,0.0,0.0
isthmuscingulate-rh,0.0,0.2338403041825095,0.2718631178707224,0.2338403041825095,0.04182509505703422,0.21863117870722434,0.0,0.0
parahippocampal-lh,0.0,0.3099236641221374,0.18778625954198475,0.31603053435114503,0.0,0.18625954198473282,0.0,0.0
parahippocampal-rh,0.0,0.0,0.09166666666666666,0.0,0.9083333333333333,0.0,0.0,0.0
pericalcarine-lh,0.0,0.25311203319502074,0.24273858921161826,0.25311203319502074,0.0,0.25103734439834025,0.0,0.0
temporalpole-rh,0.11917098445595854,0.0,0.0,0.0,0.0,0.0,0.6502590673575129,0.23056994818652848
transversetemporal-rh,0.2146341463414634,0.0,0.0,0.0,0.0,0.0,0.2121951219512195,0.573170731707317
