,caudalmiddlefrontal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.4246575342465753,0.0684931506849315,0.0,0.0821917808219178,0.2328767123287671,0.0547945205479452,0.0684931506849315,0.0684931506849315
parsopercularis-lh,0.08433734939759036,0.39759036144578314,0.0963855421686747,0.10843373493975904,0.07228915662650602,0.0,0.04819277108433735,0.1927710843373494
parstriangularis-rh,0.0,0.16666666666666666,0.2916666666666667,0.1875,0.0,0.0,0.10416666666666667,0.25
rostralmiddlefrontal-lh,0.06172839506172839,0.12345679012345678,0.13580246913580246,0.2962962962962963,0.037037037037037035,0.024691358024691357,0.1728395061728395,0.14814814814814814
rostralmiddlefrontal-rh,0.3230769230769231,0.07692307692307693,0.0,0.09230769230769231,0.38461538461538464,0.03076923076923077,0.046153846153846156,0.046153846153846156
superiorparietal-lh,0.0,0.04,0.0,0.0,0.0,0.96,0.0,0.0
superiortemporal-lh,0.061224489795918366,0.04081632653061224,0.061224489795918366,0.22448979591836735,0.04081632653061224,0.0,0.4897959183673469,0.08163265306122448
superiortemporal-rh,0.04918032786885246,0.21311475409836064,0.14754098360655737,0.13114754098360656,0.01639344262295082,0.0,0.09836065573770492,0.3442622950819672
