,Fz,F3,FT9,TP10,T8,AF7,AFz,AF8
Fz,0.4953271028037383,0.5046728971962616,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.4426229508196721,0.5573770491803278,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.0,0.9166666666666666,0.0,0.08333333333333333,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.5454545454545454,0.0,0.45454545454545453,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
