,CP1,FC2,AF7,AF3,AFz,P1,POz,AF8
CP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.325,0.0,0.0,0.3375,0.0,0.3375
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.19148936170212766,0.0,0.0,0.5106382978723404,0.0,0.2978723404255319
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.24545454545454545,0.0,0.0,0.38181818181818183,0.0,0.37272727272727274
