,CP1,FC2,AF7,AF3,AFz,P1,POz,AF8
CP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC2,0.0,0.5045871559633027,0.0,0.3669724770642202,0.0,0.0,0.0,0.12844036697247707
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.43010752688172044,0.0,0.41935483870967744,0.0,0.0,0.0,0.15053763440860216
AFz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.34146341463414637,0.0,0.34146341463414637,0.0,0.0,0.0,0.3170731707317073
