,FT9,P4,TP10,T8,AF7,AF3,C5,CP4
FT9,0.8813559322033898,0.0,0.0,0.0,0.0,0.01694915254237288,0.1016949152542373,0.0
P4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
AF3,0.4,0.0,0.0,0.0,0.0,0.2,0.4,0.0
C5,0.5,0.0,0.0,0.0,0.0,0.07142857142857142,0.42857142857142855,0.0
CP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
