,CP1,FC2,AF7,AF3,AFz,P1,POz,AF8
CP1,0.36,0.36666666666666664,0.0,0.0,0.0,0.2733333333333333,0.0,0.0
FC2,0.3333333333333333,0.41818181818181815,0.0,0.0,0.0,0.24848484848484848,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
P1,0.3360655737704918,0.3360655737704918,0.0,0.0,0.0,0.32786885245901637,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
