,CP1,FC2,AF7,AF3,AFz,P1,POz,AF8
CP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFz,0.0,0.0,0.0,0.0,0.875,0.125,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.5714285714285714,0.42857142857142855,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
