,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,postcentral-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-lh,0.25316455696202533,0.11392405063291139,0.12658227848101267,0.12658227848101267,0.12658227848101267,0.12658227848101267,0.12658227848101267,0.0
caudalmiddlefrontal-rh,0.09876543209876543,0.29012345679012347,0.1111111111111111,0.1419753086419753,0.12345679012345678,0.12345679012345678,0.1111111111111111,0.0
postcentral-lh,0.1310344827586207,0.13793103448275862,0.14482758620689656,0.13793103448275862,0.15172413793103448,0.15172413793103448,0.14482758620689656,0.0
rostralmiddlefrontal-lh,0.12101910828025478,0.1592356687898089,0.1337579617834395,0.18471337579617833,0.1337579617834395,0.1337579617834395,0.1337579617834395,0.0
rostralmiddlefrontal-rh,0.12751677852348994,0.14093959731543623,0.14093959731543623,0.1342281879194631,0.1610738255033557,0.15436241610738255,0.14093959731543623,0.0
superiorparietal-rh,0.1267605633802817,0.14788732394366197,0.14084507042253522,0.13380281690140844,0.15492957746478872,0.15492957746478872,0.14084507042253522,0.0
superiortemporal-lh,0.13245033112582782,0.13245033112582782,0.1456953642384106,0.1390728476821192,0.152317880794702,0.1456953642384106,0.152317880794702,0.0
supramarginal-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.9705882352941176
