,Fp1,F7,FC1,TP10,FT10,AF7,F6,AF8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.23170731707317074,0.0975609756097561,0.0975609756097561,0.13414634146341464,0.1951219512195122,0.24390243902439024,0.0
FC1,0.0,0.1875,0.21875,0.25,0.0,0.09375,0.25,0.0
TP10,0.0,0.16216216216216217,0.1891891891891892,0.35135135135135137,0.0,0.08108108108108109,0.21621621621621623,0.0
FT10,0.0,0.23214285714285715,0.0,0.0,0.25,0.26785714285714285,0.25,0.0
AF7,0.0,0.225,0.0625,0.0625,0.175,0.2375,0.2375,0.0
F6,0.0,0.2247191011235955,0.0898876404494382,0.11235955056179775,0.1348314606741573,0.19101123595505617,0.24719101123595505,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
