,F3,F7,FC5,TP10,Cz,FT7,C5,AF8
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.2727272727272727,0.36363636363636365,0.36363636363636365,0.0,0.0,0.0,0.0
FC5,0.0,0.15,0.4,0.45,0.0,0.0,0.0,0.0
TP10,0.0,0.03488372093023256,0.09302325581395349,0.872093023255814,0.0,0.0,0.0,0.0
Cz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
