,F3,F7,FC5,TP10,Cz,FT7,C5,AF8
F3,0.48148148148148145,0.0,0.0,0.0,0.0,0.0,0.0,0.5185185185185185
F7,0.0,0.4878048780487805,0.0,0.0,0.5121951219512195,0.0,0.0,0.0
FC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.41836734693877553,0.0,0.0,0.5816326530612245,0.0,0.0,0.0
FT7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.16279069767441862,0.0,0.0,0.0,0.0,0.0,0.0,0.8372093023255814
