,Fp1,Fz,F3,F7,FT9,FC5,FC1,C3,T7,TP9,CP5,CP1,Pz,P3,P7,O1,Oz,O2,P4,P8,TP10,CP6,CP2,Cz,C4,T8,FT10,FC6,FC2,F4,F8,AF7,AF3,AFz,F1,FT7,FC3,C1,C5,TP7,CP3,P1,PO7,PO3,POz,PO4,PO8,P6,P2,CPz,CP4,TP8,C6,C2,FC4,FT8,F6,AF8,AF4,F2,FCz
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fz,0.0,0.056666666666666664,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,0.0,0.05333333333333334,0.0,0.0,0.0,0.0,0.056666666666666664,0.0,0.0,0.045,0.0,0.058333333333333334,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056666666666666664,0.03166666666666667,0.0,0.0,0.03666666666666667,0.0,0.0,0.0,0.0,0.043333333333333335,0.056666666666666664,0.0,0.0,0.056666666666666664,0.0,0.0,0.04833333333333333,0.04666666666666667,0.04833333333333333,0.0,0.0,0.0,0.03833333333333333,0.0,0.058333333333333334,0.03166666666666667,0.0,0.056666666666666664,0.045,0.0
F3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.0,0.0,0.0409711684370258,0.042488619119878605,0.0,0.0,0.02276176024279211,0.042488619119878605,0.0,0.0,0.042488619119878605,0.0,0.024279210925644917,0.042488619119878605,0.0,0.042488619119878605,0.03945371775417299,0.0,0.042488619119878605,0.0,0.0,0.042488619119878605,0.042488619119878605,0.0,0.0,0.042488619119878605,0.03793626707132018,0.0,0.0,0.019726858877086494,0.0,0.0,0.042488619119878605,0.042488619119878605,0.0,0.0,0.0,0.036418816388467376,0.042488619119878605,0.0,0.0,0.0,0.042488619119878605,0.0,0.042488619119878605,0.0,0.0,0.0,0.0,0.042488619119878605,0.0,0.019726858877086494,0.0,0.036418816388467376,0.0,0.0,0.042488619119878605,0.0,0.0,0.042488619119878605
FT9,0.0,0.0,0.0,0.036458333333333336,0.044270833333333336,0.0,0.0,0.01953125,0.04296875,0.0,0.0,0.04296875,0.0,0.020833333333333332,0.044270833333333336,0.0,0.0390625,0.0390625,0.0,0.045572916666666664,0.0,0.0,0.045572916666666664,0.045572916666666664,0.0,0.0,0.045572916666666664,0.03515625,0.0,0.0,0.016927083333333332,0.0,0.0,0.045572916666666664,0.04296875,0.0,0.0,0.0,0.03125,0.045572916666666664,0.0,0.0,0.0,0.040364583333333336,0.0,0.045572916666666664,0.0,0.0,0.0,0.0,0.045572916666666664,0.0,0.016927083333333332,0.0,0.03125,0.0,0.0,0.045572916666666664,0.0,0.0,0.045572916666666664
FC5,0.0,0.04950495049504951,0.0,0.0,0.0,0.04702970297029703,0.0,0.0,0.0,0.0,0.04950495049504951,0.0,0.0,0.0,0.0,0.04950495049504951,0.0,0.0,0.04950495049504951,0.0,0.04950495049504951,0.04950495049504951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04950495049504951,0.04455445544554455,0.0,0.0,0.04950495049504951,0.0,0.0,0.0,0.0,0.04950495049504951,0.04950495049504951,0.0,0.0,0.04950495049504951,0.0,0.0,0.04950495049504951,0.04950495049504951,0.04950495049504951,0.0,0.0,0.0,0.04207920792079208,0.0,0.04950495049504951,0.024752475247524754,0.0,0.04950495049504951,0.04950495049504951,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C3,0.0,0.0,0.0,0.03978779840848806,0.03978779840848806,0.0,0.0,0.03713527851458886,0.03978779840848806,0.0,0.0,0.03978779840848806,0.0,0.03183023872679045,0.03978779840848806,0.0,0.03978779840848806,0.03978779840848806,0.0,0.03978779840848806,0.0,0.0,0.03978779840848806,0.03978779840848806,0.0,0.0,0.03978779840848806,0.03978779840848806,0.0,0.0,0.029177718832891247,0.0,0.0,0.03978779840848806,0.03978779840848806,0.0,0.0,0.0,0.03978779840848806,0.03978779840848806,0.0,0.0,0.0,0.03978779840848806,0.0,0.03978779840848806,0.0,0.0,0.0,0.0,0.03978779840848806,0.0,0.026525198938992044,0.0,0.03978779840848806,0.0,0.0,0.03978779840848806,0.0,0.0,0.03978779840848806
T7,0.0,0.0,0.0,0.036939313984168866,0.044854881266490766,0.0,0.0,0.01978891820580475,0.04353562005277045,0.0,0.0,0.04353562005277045,0.0,0.021108179419525065,0.044854881266490766,0.0,0.0395778364116095,0.0395778364116095,0.0,0.044854881266490766,0.0,0.0,0.044854881266490766,0.044854881266490766,0.0,0.0,0.044854881266490766,0.03562005277044855,0.0,0.0,0.017150395778364115,0.0,0.0,0.044854881266490766,0.04353562005277045,0.0,0.0,0.0,0.0316622691292876,0.044854881266490766,0.0,0.0,0.0,0.040897097625329816,0.0,0.044854881266490766,0.0,0.0,0.0,0.0,0.044854881266490766,0.0,0.017150395778364115,0.0,0.0316622691292876,0.0,0.0,0.044854881266490766,0.0,0.0,0.044854881266490766
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
