,bankssts-lh,bankssts-rh,inferiortemporal-lh,isthmuscingulate-rh,medialorbitofrontal-lh,parahippocampal-rh,parstriangularis-lh,rostralanteriorcingulate-lh
bankssts-lh,0.75,0.0,0.0,0.0,0.0,0.05909090909090909,0.09545454545454546,0.09545454545454546
bankssts-rh,0.0,0.5880597014925373,0.11044776119402985,0.12835820895522387,0.0,0.17313432835820897,0.0,0.0
inferiortemporal-lh,0.0,0.15348837209302327,0.7395348837209302,0.0,0.0,0.0,0.10697674418604651,0.0
isthmuscingulate-rh,0.0,0.14583333333333334,0.006944444444444444,0.6354166666666666,0.0,0.21180555555555555,0.0,0.0
medialorbitofrontal-lh,0.0,0.0,0.0,0.0,0.6898148148148148,0.0,0.0,0.3101851851851852
parahippocampal-rh,0.038461538461538464,0.1993006993006993,0.0,0.23426573426573427,0.0,0.527972027972028,0.0,0.0
parstriangularis-lh,0.12376237623762376,0.0,0.1188118811881188,0.0,0.0,0.0,0.7574257425742574,0.0
rostralanteriorcingulate-lh,0.07905138339920949,0.0,0.0,0.0,0.233201581027668,0.0,0.0,0.6877470355731226
