,entorhinal-rh,frontalpole-lh,fusiform-lh,parahippocampal-lh,parahippocampal-rh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
entorhinal-rh,0.6968325791855203,0.0,0.09954751131221719,0.16289592760180996,0.0,0.0,0.0,0.04072398190045249
frontalpole-lh,0.0,0.935251798561151,0.0,0.0,0.06474820143884892,0.0,0.0,0.0
fusiform-lh,0.04568527918781726,0.0,0.5228426395939086,0.24873096446700507,0.09137055837563451,0.017766497461928935,0.03807106598984772,0.03553299492385787
parahippocampal-lh,0.08849557522123894,0.0,0.2861356932153392,0.4365781710914454,0.0,0.06784660766961652,0.07964601769911504,0.04129793510324484
parahippocampal-rh,0.0,0.03333333333333333,0.1523809523809524,0.0,0.8142857142857143,0.0,0.0,0.0
temporalpole-lh,0.0,0.0,0.04736842105263158,0.12631578947368421,0.0,0.6947368421052632,0.13157894736842105,0.0
temporalpole-rh,0.0,0.0,0.0625,0.10416666666666667,0.0,0.10416666666666667,0.7291666666666666,0.0
transversetemporal-rh,0.05092592592592592,0.0,0.05555555555555555,0.06481481481481481,0.0,0.0,0.0,0.8287037037037037
