,bankssts-rh,frontalpole-rh,fusiform-rh,inferiortemporal-rh,insula-lh,lingual-lh,parahippocampal-lh,parahippocampal-rh
bankssts-rh,0.7815126050420168,0.0,0.0,0.0,0.0,0.13445378151260504,0.08403361344537816,0.0
frontalpole-rh,0.0,0.7078651685393258,0.0,0.0,0.0,0.24719101123595505,0.0449438202247191,0.0
fusiform-rh,0.0,0.0,0.3924050632911392,0.2848101265822785,0.0379746835443038,0.0,0.0,0.2848101265822785
inferiortemporal-rh,0.0,0.0,0.2827586206896552,0.4,0.09655172413793103,0.0,0.013793103448275862,0.20689655172413793
insula-lh,0.0,0.0,0.03508771929824561,0.10526315789473684,0.6578947368421053,0.07017543859649122,0.13157894736842105,0.0
lingual-lh,0.1125,0.14375,0.0,0.0,0.0625,0.5125,0.16875,0.0
parahippocampal-lh,0.0851063829787234,0.0425531914893617,0.0,0.0,0.07801418439716312,0.23404255319148937,0.5602836879432624,0.0
parahippocampal-rh,0.0,0.0,0.34265734265734266,0.23776223776223776,0.0,0.0,0.0,0.4195804195804196
