,Fp1,FT9,P4,F8,Fp2,CP4,AF8,F2
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT9,0.0,0.49523809523809526,0.0,0.0,0.0,0.0,0.0,0.5047619047619047
P4,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2,0.0,0.2736842105263158,0.18947368421052632,0.0,0.0,0.0,0.0,0.5368421052631579
