,bankssts-lh,caudalanteriorcingulate-lh,inferiorparietal-lh,inferiortemporal-lh,middletemporal-lh,parahippocampal-lh,superiortemporal-lh,transversetemporal-lh
bankssts-lh,0.18331616889804325,0.004119464469618949,0.18537590113285274,0.0,0.14418125643666324,0.14933058702368693,0.15345005149330587,0.18022657054582905
caudalanteriorcingulate-lh,0.038461538461538464,0.6826923076923077,0.038461538461538464,0.0,0.04326923076923077,0.052884615384615384,0.08173076923076923,0.0625
inferiorparietal-lh,0.16206261510128914,0.003683241252302026,0.20165745856353592,0.0,0.14732965009208104,0.15377532228360957,0.15930018416206262,0.1721915285451197
inferiortemporal-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
middletemporal-lh,0.15051546391752577,0.005154639175257732,0.17010309278350516,0.0,0.2134020618556701,0.13814432989690723,0.16494845360824742,0.1577319587628866
parahippocampal-lh,0.14564102564102563,0.0071794871794871795,0.16615384615384615,0.0,0.13538461538461538,0.21743589743589745,0.16307692307692306,0.16512820512820514
superiortemporal-lh,0.15092502434274585,0.012658227848101266,0.1694255111976631,0.0,0.15384615384615385,0.1596884128529698,0.18792599805258034,0.1655306718597858
transversetemporal-lh,0.16395014381591563,0.00862895493767977,0.17929050814956854,0.0,0.14381591562799617,0.15627996164908917,0.15723873441994246,0.19079578139980824
