,Fp1,FT9,P3,Oz,O2,Fp2,AF7,PO4
Fp1,0.47058823529411764,0.0,0.0,0.0,0.0,0.4411764705882353,0.08823529411764706,0.0
FT9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.46875,0.0,0.0,0.0,0.0,0.4375,0.09375,0.0
AF7,0.36363636363636365,0.0,0.0,0.0,0.0,0.36363636363636365,0.2727272727272727,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
