,Fp1,FT9,P3,Oz,O2,Fp2,AF7,PO4
Fp1,0.13043478260869565,0.17391304347826086,0.17391304347826086,0.0,0.0,0.17391304347826086,0.17391304347826086,0.17391304347826086
FT9,0.06,0.24,0.28,0.0,0.0,0.08,0.26,0.08
P3,0.02702702702702703,0.11711711711711711,0.5405405405405406,0.0,0.0,0.036036036036036036,0.24324324324324326,0.036036036036036036
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.11538461538461539,0.19230769230769232,0.19230769230769232,0.0,0.0,0.15384615384615385,0.19230769230769232,0.15384615384615385
AF7,0.03896103896103896,0.16883116883116883,0.36363636363636365,0.0,0.0,0.05194805194805195,0.3246753246753247,0.05194805194805195
PO4,0.11538461538461539,0.19230769230769232,0.19230769230769232,0.0,0.0,0.15384615384615385,0.19230769230769232,0.15384615384615385
