,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-rh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
inferiorparietal-rh,0.35294117647058826,0.0196078431372549,0.0,0.058823529411764705,0.08823529411764706,0.30392156862745096,0.0,0.17647058823529413
parsopercularis-lh,0.0,0.7115384615384616,0.2692307692307692,0.019230769230769232,0.0,0.0,0.0,0.0
parstriangularis-rh,0.0,0.2857142857142857,0.6825396825396826,0.031746031746031744,0.0,0.0,0.0,0.0
postcentral-rh,0.011627906976744186,0.046511627906976744,0.046511627906976744,0.43023255813953487,0.0,0.03488372093023256,0.12790697674418605,0.3023255813953488
rostralmiddlefrontal-rh,0.15,0.0,0.0,0.03333333333333333,0.4166666666666667,0.2,0.0,0.2
superiortemporal-rh,0.2641509433962264,0.0,0.0,0.08490566037735849,0.12264150943396226,0.32075471698113206,0.0,0.20754716981132076
supramarginal-lh,0.0,0.0,0.0,0.34285714285714286,0.0,0.0,0.34285714285714286,0.3142857142857143
supramarginal-rh,0.09090909090909091,0.0,0.0,0.2809917355371901,0.08264462809917356,0.10743801652892562,0.09917355371900827,0.33884297520661155
