,caudalmiddlefrontal-rh,inferiorparietal-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-rh,0.2905982905982906,0.21367521367521367,0.0,0.07264957264957266,0.0,0.11538461538461539,0.19230769230769232,0.11538461538461539
inferiorparietal-rh,0.20077220077220076,0.2625482625482625,0.0,0.06563706563706563,0.0,0.1583011583011583,0.14285714285714285,0.16988416988416988
rostralmiddlefrontal-lh,0.0,0.0,0.3584905660377358,0.1509433962264151,0.33962264150943394,0.09433962264150944,0.0,0.05660377358490566
rostralmiddlefrontal-rh,0.12949640287769784,0.1223021582733813,0.06474820143884892,0.2517985611510791,0.06474820143884892,0.1079136690647482,0.14388489208633093,0.11510791366906475
superiorfrontal-rh,0.0,0.0,0.31666666666666665,0.15,0.4,0.08333333333333333,0.0,0.05
superiorparietal-rh,0.12605042016806722,0.18487394957983194,0.025210084033613446,0.06722689075630252,0.025210084033613446,0.27310924369747897,0.1092436974789916,0.18907563025210083
superiortemporal-rh,0.2037037037037037,0.16203703703703703,0.0,0.0787037037037037,0.0,0.1111111111111111,0.30092592592592593,0.14351851851851852
supramarginal-rh,0.13025210084033614,0.20168067226890757,0.01680672268907563,0.07563025210084033,0.01680672268907563,0.19327731092436976,0.14285714285714285,0.22268907563025211
