,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiortemporal-rh
caudalmiddlefrontal-rh,0.27,0.29,0.06,0.09,0.0,0.02,0.0,0.27
inferiorparietal-rh,0.18620689655172415,0.4689655172413793,0.041379310344827586,0.06206896551724138,0.0,0.013793103448275862,0.0,0.22758620689655173
parsopercularis-lh,0.04285714285714286,0.04285714285714286,0.2571428571428571,0.1357142857142857,0.05,0.20714285714285716,0.014285714285714285,0.25
parstriangularis-rh,0.06369426751592357,0.06369426751592357,0.12101910828025478,0.39490445859872614,0.03184713375796178,0.09554140127388536,0.0,0.22929936305732485
rostralmiddlefrontal-lh,0.0,0.0,0.06306306306306306,0.05405405405405406,0.4774774774774775,0.05405405405405406,0.2972972972972973,0.05405405405405406
rostralmiddlefrontal-rh,0.008695652173913044,0.008695652173913044,0.25217391304347825,0.12173913043478261,0.043478260869565216,0.28695652173913044,0.0,0.2782608695652174
superiorfrontal-rh,0.0,0.0,0.014084507042253521,0.0,0.4647887323943662,0.0,0.5211267605633803,0.0
superiortemporal-rh,0.10236220472440945,0.12992125984251968,0.13385826771653545,0.1377952755905512,0.01968503937007874,0.12598425196850394,0.0,0.35039370078740156
