,frontalpole-lh,frontalpole-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parahippocampal-lh,parahippocampal-rh,parsorbitalis-rh,rostralanteriorcingulate-rh
frontalpole-lh,0.7824074074074074,0.0787037037037037,0.0,0.0,0.0,0.0,0.1388888888888889,0.0
frontalpole-rh,0.11931818181818182,0.7613636363636364,0.0,0.08522727272727272,0.0,0.0,0.03409090909090909,0.0
lateralorbitofrontal-rh,0.0,0.0,0.38080495356037153,0.08359133126934984,0.37770897832817335,0.0,0.0,0.15789473684210525
medialorbitofrontal-rh,0.0,0.04941860465116279,0.09011627906976744,0.35174418604651164,0.19767441860465115,0.0,0.0,0.311046511627907
parahippocampal-lh,0.0,0.0,0.24346076458752516,0.12474849094567404,0.4245472837022133,0.0,0.0,0.20724346076458752
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
parsorbitalis-rh,0.25210084033613445,0.03361344537815126,0.0,0.0,0.0,0.0,0.7142857142857143,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.11879049676025918,0.23110151187904968,0.23542116630669546,0.0,0.0,0.4146868250539957
