,bankssts-lh,bankssts-rh,cuneus-rh,inferiortemporal-rh,isthmuscingulate-rh,lateraloccipital-rh,pericalcarine-lh,pericalcarine-rh
bankssts-lh,0.9655172413793104,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0
bankssts-rh,0.23076923076923078,0.7692307692307693,0.0,0.0,0.0,0.0,0.0,0.0
cuneus-rh,0.0,0.0,0.4482758620689655,0.0,0.41379310344827586,0.08620689655172414,0.0,0.05172413793103448
inferiortemporal-rh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.4426229508196721,0.0,0.4098360655737705,0.08196721311475409,0.0,0.06557377049180328
lateraloccipital-rh,0.0,0.0,0.15555555555555556,0.0,0.15555555555555556,0.4666666666666667,0.044444444444444446,0.17777777777777778
pericalcarine-lh,0.0,0.0,0.0,0.0,0.0,0.12121212121212122,0.7272727272727273,0.15151515151515152
pericalcarine-rh,0.0,0.0,0.10638297872340426,0.0,0.1276595744680851,0.2127659574468085,0.10638297872340426,0.44680851063829785
