,cuneus-lh,frontalpole-lh,frontalpole-rh,lateraloccipital-lh,medialorbitofrontal-rh,parsorbitalis-rh,pericalcarine-lh,rostralanteriorcingulate-rh
cuneus-lh,0.4225721784776903,0.03674540682414698,0.03937007874015748,0.17060367454068243,0.0,0.02099737532808399,0.2204724409448819,0.08923884514435695
frontalpole-lh,0.08383233532934131,0.6347305389221557,0.0658682634730539,0.0718562874251497,0.0,0.0658682634730539,0.07784431137724551,0.0
frontalpole-rh,0.04887218045112782,0.04887218045112782,0.518796992481203,0.06390977443609022,0.05639097744360902,0.08646616541353383,0.06390977443609022,0.11278195488721804
lateraloccipital-lh,0.19536423841059603,0.033112582781456956,0.04966887417218543,0.38741721854304634,0.0,0.0,0.24503311258278146,0.08940397350993377
medialorbitofrontal-rh,0.0,0.0,0.088,0.0,0.496,0.04,0.0,0.376
parsorbitalis-rh,0.045454545454545456,0.05113636363636364,0.125,0.0,0.03977272727272727,0.6875,0.0,0.05113636363636364
pericalcarine-lh,0.21987951807228914,0.03313253012048193,0.045180722891566265,0.24397590361445784,0.0,0.006024096385542169,0.37650602409638556,0.07530120481927711
rostralanteriorcingulate-rh,0.11764705882352941,0.0,0.10588235294117647,0.12156862745098039,0.18823529411764706,0.0196078431372549,0.10588235294117647,0.3411764705882353
