,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateraloccipital-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,parahippocampal-rh
frontalpole-lh,0.5952380952380952,0.20833333333333334,0.0,0.0,0.17857142857142858,0.017857142857142856,0.0,0.0
frontalpole-rh,0.2125984251968504,0.6456692913385826,0.0,0.0,0.06299212598425197,0.07874015748031496,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.8936170212765957,0.0,0.0,0.0,0.10638297872340426,0.0
lateraloccipital-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.28125,0.0703125,0.0,0.0,0.6484375,0.0,0.0,0.0
medialorbitofrontal-rh,0.08333333333333333,0.16666666666666666,0.0,0.0,0.0,0.75,0.0,0.0
parahippocampal-lh,0.0,0.0,0.07526881720430108,0.0,0.0,0.0,0.8064516129032258,0.11827956989247312
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.14864864864864866,0.8513513513513513
