,postcentral-lh,precentral-lh,rostralmiddlefrontal-lh,superiorfrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
postcentral-lh,0.13986013986013987,0.1258741258741259,0.14685314685314685,0.14685314685314685,0.14685314685314685,0.14685314685314685,0.14685314685314685,0.0
precentral-lh,0.144,0.136,0.144,0.144,0.144,0.144,0.144,0.0
rostralmiddlefrontal-lh,0.12883435582822086,0.11042944785276074,0.17177914110429449,0.1411042944785276,0.13496932515337423,0.1411042944785276,0.17177914110429449,0.0
superiorfrontal-rh,0.1342281879194631,0.12080536912751678,0.15436241610738255,0.1476510067114094,0.14093959731543623,0.1476510067114094,0.15436241610738255,0.0
superiorparietal-lh,0.1360544217687075,0.12244897959183673,0.14965986394557823,0.14965986394557823,0.14285714285714285,0.14965986394557823,0.14965986394557823,0.0
superiorparietal-rh,0.1342281879194631,0.12080536912751678,0.15436241610738255,0.1476510067114094,0.14093959731543623,0.1476510067114094,0.15436241610738255,0.0
superiortemporal-lh,0.13125,0.1125,0.1625,0.14375,0.1375,0.14375,0.16875,0.0
superiortemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
