,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
inferiorparietal-rh,0.13398692810457516,0.042483660130718956,0.13725490196078433,0.13725490196078433,0.13725490196078433,0.13725490196078433,0.13725490196078433,0.13725490196078433
parsopercularis-lh,0.08982035928143713,0.12574850299401197,0.1317365269461078,0.1317365269461078,0.12574850299401197,0.1317365269461078,0.1317365269461078,0.1317365269461078
parstriangularis-rh,0.09836065573770492,0.05152224824355972,0.1522248243559719,0.14754098360655737,0.1288056206088993,0.14285714285714285,0.1451990632318501,0.13348946135831383
rostralmiddlefrontal-lh,0.09333333333333334,0.04888888888888889,0.13555555555555557,0.16,0.12222222222222222,0.16,0.1622222222222222,0.11777777777777777
superiorparietal-lh,0.10909090909090909,0.04935064935064935,0.14285714285714285,0.14285714285714285,0.14025974025974025,0.14285714285714285,0.14285714285714285,0.12987012987012986
superiortemporal-lh,0.08955223880597014,0.042643923240938165,0.1257995735607676,0.14925373134328357,0.11727078891257996,0.18976545842217485,0.17697228144989338,0.10874200426439233
superiortemporal-rh,0.08936170212765958,0.04468085106382979,0.1276595744680851,0.15106382978723404,0.11702127659574468,0.18085106382978725,0.17872340425531916,0.11063829787234042
supramarginal-rh,0.10552763819095477,0.05527638190954774,0.14824120603015076,0.13819095477386933,0.1306532663316583,0.13316582914572864,0.135678391959799,0.15326633165829145
