,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,superiorparietal-lh,superiortemporal-lh,superiortemporal-rh
inferiorparietal-rh,0.13486842105263158,0.11842105263157894,0.13486842105263158,0.13486842105263158,0.125,0.12335526315789473,0.11348684210526316,0.11513157894736842
parsopercularis-lh,0.12824956672443674,0.1559792027729636,0.12998266897746968,0.14558058925476602,0.11611785095320624,0.11438474870017332,0.10398613518197573,0.10571923743500866
parstriangularis-rh,0.13562091503267973,0.119281045751634,0.13562091503267973,0.13562091503267973,0.12418300653594772,0.12254901960784313,0.11274509803921569,0.11437908496732026
postcentral-rh,0.13153724247226625,0.12995245641838352,0.13312202852614896,0.14580031695721077,0.12044374009508717,0.11885895404120443,0.10935023771790808,0.1109350237717908
rostralmiddlefrontal-lh,0.12953367875647667,0.11226252158894647,0.12953367875647667,0.12953367875647667,0.12953367875647667,0.12953367875647667,0.11917098445595854,0.12089810017271158
superiorparietal-lh,0.12914485165794065,0.11169284467713787,0.12914485165794065,0.12914485165794065,0.12914485165794065,0.12914485165794065,0.12041884816753927,0.12216404886561955
superiortemporal-lh,0.12734082397003746,0.10861423220973783,0.12734082397003746,0.12734082397003746,0.12734082397003746,0.12734082397003746,0.12734082397003746,0.12734082397003746
superiortemporal-rh,0.12730627306273062,0.1088560885608856,0.12730627306273062,0.12730627306273062,0.12730627306273062,0.12730627306273062,0.12730627306273062,0.12730627306273062
