,bankssts-rh,frontalpole-rh,insula-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-rh,0.9977426636568849,0.0,0.0,0.0,0.0,0.002257336343115124,0.0,0.0
frontalpole-rh,0.0,0.27967359050445106,0.028189910979228485,0.24554896142433236,0.19065281899109793,0.0,0.15207715133531158,0.10385756676557864
insula-rh,0.0,0.024251069900142655,0.4486447931526391,0.07917261055634807,0.08273894436519258,0.2268188302425107,0.1383737517831669,0.0
lateralorbitofrontal-rh,0.0,0.19746376811594202,0.07185990338164251,0.3031400966183575,0.15942028985507245,0.04045893719806763,0.13526570048309178,0.09239130434782608
medialorbitofrontal-rh,0.0,0.1755994358251058,0.08603667136812412,0.18194640338504936,0.304654442877292,0.0014104372355430183,0.19393511988716503,0.056417489421720736
parahippocampal-rh,0.0,0.0,0.28778280542986423,0.06063348416289593,0.0,0.5882352941176471,0.06334841628959276,0.0
rostralanteriorcingulate-lh,0.0,0.12955729166666666,0.12890625,0.140625,0.18033854166666666,0.044270833333333336,0.3404947916666667,0.035807291666666664
rostralanteriorcingulate-rh,0.0,0.2372322899505766,0.0,0.2553542009884679,0.13838550247116968,0.0,0.09390444810543658,0.2751235584843493
