,bankssts-rh,fusiform-lh,insula-rh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh,parahippocampal-rh,transversetemporal-rh
bankssts-rh,0.9168316831683169,0.0,0.0,0.0,0.0,0.0,0.0,0.08316831683168317
fusiform-lh,0.0,0.29333333333333333,0.06583333333333333,0.11583333333333333,0.25666666666666665,0.23333333333333334,0.035,0.0
insula-rh,0.0,0.07053571428571428,0.34910714285714284,0.1732142857142857,0.13035714285714287,0.09642857142857143,0.13482142857142856,0.045535714285714284
isthmuscingulate-rh,0.0,0.09355509355509356,0.13305613305613306,0.36936936936936937,0.14483714483714483,0.1094941094941095,0.0990990990990991,0.05058905058905059
lingual-lh,0.0,0.17633410672853828,0.08352668213457076,0.12470997679814386,0.2853828306264501,0.24303944315545242,0.05916473317865429,0.027842227378190254
parahippocampal-lh,0.0,0.17702448210922786,0.06654111738857502,0.1029504080351538,0.2642812303829253,0.3396107972379159,0.038292529817953544,0.011299435028248588
parahippocampal-rh,0.0,0.04449388209121246,0.1635150166852058,0.1568409343715239,0.11123470522803114,0.067853170189099,0.303670745272525,0.15239154616240266
transversetemporal-rh,0.05057471264367816,0.0,0.05632183908045977,0.08160919540229886,0.052873563218390804,0.01839080459770115,0.15172413793103448,0.5885057471264368
