,frontalpole-lh,frontalpole-rh,fusiform-lh,medialorbitofrontal-rh,parahippocampal-lh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.16666666666666666,0.17078189300411523,0.06172839506172839,0.17078189300411523,0.043209876543209874,0.17078189300411523,0.17078189300411523,0.04526748971193416
frontalpole-rh,0.06814449917898194,0.19129720853858784,0.0960591133004926,0.18719211822660098,0.059113300492610835,0.19047619047619047,0.16748768472906403,0.040229885057471264
fusiform-lh,0.033763654419066536,0.1211519364448858,0.20854021847070506,0.13306852035749753,0.14597815292949354,0.11618669314796425,0.12711022840119166,0.11420059582919563
medialorbitofrontal-rh,0.06499608457321848,0.17776037588097102,0.10101801096319499,0.19263899765074394,0.06577916992952232,0.18402505873140174,0.1667971808927173,0.04698512137823023
parahippocampal-lh,0.0343878954607978,0.10729023383768914,0.20082530949105915,0.12379642365887207,0.19807427785419532,0.10041265474552957,0.1155433287482806,0.11966987620357634
rostralanteriorcingulate-lh,0.06859504132231405,0.18760330578512396,0.09256198347107437,0.19008264462809918,0.05537190082644628,0.20082644628099172,0.16446280991735537,0.04049586776859504
rostralanteriorcingulate-rh,0.07106164383561644,0.17636986301369864,0.10445205479452055,0.18065068493150685,0.06678082191780822,0.17465753424657535,0.17893835616438356,0.04708904109589041
temporalpole-rh,0.0392156862745098,0.08660130718954248,0.19117647058823528,0.10457516339869281,0.1454248366013072,0.08660130718954248,0.09640522875816994,0.25
