,Fp1,Fz,FT9,TP9,F8,AF7,AFz,AF8
Fp1,0.24271844660194175,0.2524271844660194,0.0,0.0,0.2524271844660194,0.0,0.0,0.2524271844660194
Fz,0.2,0.26153846153846155,0.0,0.0,0.2692307692307692,0.0,0.0,0.2692307692307692
FT9,0.0,0.0,0.4883720930232558,0.0,0.0,0.5038759689922481,0.007751937984496124,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.18840579710144928,0.2536231884057971,0.0,0.0,0.2753623188405797,0.0,0.0,0.2826086956521739
AF7,0.0,0.0,0.4088050314465409,0.0,0.0,0.5786163522012578,0.012578616352201259,0.0
AFz,0.0,0.07142857142857142,0.0,0.0,0.14285714285714285,0.0,0.6428571428571429,0.14285714285714285
AF8,0.16149068322981366,0.21739130434782608,0.0,0.0,0.2360248447204969,0.0,0.0,0.38509316770186336
