,frontalpole-lh,frontalpole-rh,inferiortemporal-lh,medialorbitofrontal-lh,medialorbitofrontal-rh,parahippocampal-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-rh
frontalpole-lh,0.511326860841424,0.11812297734627832,0.0,0.22168284789644013,0.040453074433656956,0.0,0.02912621359223301,0.07928802588996764
frontalpole-rh,0.08972691807542263,0.5396618985695709,0.0,0.14434330299089726,0.06762028608582575,0.009102730819245773,0.08062418725617686,0.06892067620286085
inferiortemporal-lh,0.0,0.00423728813559322,0.6016949152542372,0.0,0.0,0.3940677966101695,0.0,0.0
medialorbitofrontal-lh,0.17040951122853368,0.154557463672391,0.0,0.4346103038309115,0.06472919418758256,0.0,0.05680317040951123,0.11889035667107001
medialorbitofrontal-rh,0.05344827586206897,0.09310344827586207,0.0,0.07586206896551724,0.44310344827586207,0.0,0.22413793103448276,0.1103448275862069
parahippocampal-lh,0.0,0.016885553470919325,0.350844277673546,0.0,0.0,0.6322701688555347,0.0,0.0
rostralanteriorcingulate-rh,0.039473684210526314,0.09868421052631579,0.0,0.06578947368421052,0.22697368421052633,0.0,0.5328947368421053,0.03618421052631579
rostralmiddlefrontal-rh,0.09404990403071017,0.11516314779270634,0.0,0.16314779270633398,0.1381957773512476,0.0,0.046065259117082535,0.44337811900191937
