,frontalpole-rh,lateralorbitofrontal-rh,medialorbitofrontal-rh,parahippocampal-lh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
frontalpole-rh,0.37115839243498816,0.08983451536643026,0.08274231678486997,0.0,0.15130023640661938,0.15602836879432624,0.13238770685579196,0.016548463356973995
lateralorbitofrontal-rh,0.1270718232044199,0.2845303867403315,0.13812154696132597,0.0,0.1574585635359116,0.1408839779005525,0.15193370165745856,0.0
medialorbitofrontal-rh,0.09798270893371758,0.1440922190201729,0.2968299711815562,0.0,0.12680115273775217,0.1642651296829971,0.12680115273775217,0.043227665706051875
parahippocampal-lh,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
parsorbitalis-rh,0.1952662721893491,0.14497041420118342,0.13313609467455623,0.0,0.26627218934911245,0.1390532544378698,0.09467455621301775,0.026627218934911243
rostralanteriorcingulate-lh,0.15178571428571427,0.10491071428571429,0.13616071428571427,0.0,0.10044642857142858,0.2924107142857143,0.13616071428571427,0.078125
rostralanteriorcingulate-rh,0.1347517730496454,0.13711583924349882,0.1182033096926714,0.0,0.0851063829787234,0.15130023640661938,0.35697399527186763,0.016548463356973995
temporalpole-lh,0.017341040462427744,0.0,0.08092485549132948,0.0,0.023121387283236993,0.1907514450867052,0.06358381502890173,0.6242774566473989
