,caudalmiddlefrontal-rh,entorhinal-lh,insula-lh,lateralorbitofrontal-lh,middletemporal-lh,parsorbitalis-rh,temporalpole-lh,temporalpole-rh
caudalmiddlefrontal-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-lh,0.0,0.825,0.0,0.0,0.175,0.0,0.0,0.0
insula-lh,0.0,0.0,0.34615384615384615,0.24615384615384617,0.16153846153846155,0.0,0.13076923076923078,0.11538461538461539
lateralorbitofrontal-lh,0.0,0.0,0.13023255813953488,0.3674418604651163,0.08837209302325581,0.0,0.15348837209302327,0.26046511627906976
middletemporal-lh,0.0,0.10062893081761007,0.11949685534591195,0.11949685534591195,0.4276729559748428,0.0,0.1320754716981132,0.10062893081761007
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
temporalpole-lh,0.0,0.0,0.10126582278481013,0.21518987341772153,0.14556962025316456,0.0,0.379746835443038,0.15822784810126583
temporalpole-rh,0.0,0.0,0.06547619047619048,0.2916666666666667,0.09523809523809523,0.0,0.125,0.4226190476190476
