,P7,AF7,AF3,TP7,P5,PO7,PO3,POz
P7,0.3125,0.0,0.0,0.0,0.0,0.34375,0.0,0.34375
AF7,0.0,0.2661290322580645,0.27419354838709675,0.23387096774193547,0.0,0.0,0.22580645161290322,0.0
AF3,0.0,0.25396825396825395,0.2698412698412698,0.24603174603174602,0.0,0.0,0.23015873015873015,0.0
TP7,0.0,0.23275862068965517,0.25,0.2672413793103448,0.0,0.0,0.25,0.0
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.14705882352941177,0.014705882352941176,0.0,0.0,0.0,0.4117647058823529,0.0,0.4264705882352941
PO3,0.0,0.23423423423423423,0.25225225225225223,0.26126126126126126,0.0,0.0,0.25225225225225223,0.0
POz,0.125,0.0125,0.0,0.0,0.0,0.3625,0.0,0.5
