,FT9,CP1,Cz,F4,F8,Fp2,AF8,AF4
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP1,0.0,0.33073929961089493,0.0,0.0,0.3346303501945525,0.0,0.0,0.3346303501945525
Cz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.2606060606060606,0.0,0.0,0.38484848484848483,0.0,0.0,0.35454545454545455
Fp2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.2245430809399478,0.0,0.0,0.3002610966057441,0.0,0.0,0.4751958224543081
