,T7,TP9,P7,Cz,FT7,TP7,PO7,AF8
T7,0.3854692230070636,0.0,0.272452068617558,0.10696266397578204,0.0,0.0,0.2260343087790111,0.009081735620585268
TP9,0.0,0.549165120593692,0.0,0.0,0.15769944341372913,0.2597402597402597,0.0,0.03339517625231911
P7,0.20228136882129277,0.0,0.3916349809885932,0.14220532319391635,0.0,0.0,0.19315589353612167,0.07072243346007605
Cz,0.10067763794772508,0.0,0.17618586640851888,0.47725072604065827,0.0,0.0,0.24588576960309777,0.0
FT7,0.0,0.14770797962648557,0.0,0.0,0.5365025466893039,0.3157894736842105,0.0,0.0
TP7,0.0,0.24444444444444444,0.0,0.0,0.3213675213675214,0.4205128205128205,0.0,0.013675213675213675
PO7,0.16338439095550694,0.0,0.1838074398249453,0.18526622902990517,0.0,0.0,0.4675419401896426,0.0
AF8,0.013961605584642234,0.029668411867364748,0.16579406631762653,0.0,0.0,0.012216404886561954,0.0,0.7783595113438045
